PdfType: replica
Format: lhagrid1
FromMCReplica: 825
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  5.6151545e-01  5.9167277e-01  5.6159508e-01  6.5183919e-01  9.6974939e-02  5.6344998e-01  5.3501111e-01  5.5808502e-01  5.6151545e-01  0.0000000e+00 
  0.0000000e+00  5.6535178e-01  5.9517712e-01  5.6534568e-01  6.5547649e-01  3.2945372e+00  5.6721381e-01  5.3877414e-01  5.6163022e-01  5.6535178e-01  0.0000000e+00 
  0.0000000e+00  5.7806793e-01  6.0755739e-01  5.7797545e-01  6.6799144e-01  7.8758885e+00  5.7985707e-01  5.5141653e-01  5.7405192e-01  5.7806794e-01  0.0000000e+00 
  0.0000000e+00  6.0318893e-01  6.3233875e-01  6.0300944e-01  6.9290911e-01  1.4178696e+01  6.0490482e-01  5.7646336e-01  5.9887527e-01  6.0318894e-01  0.0000000e+00 
  0.0000000e+00  6.4507391e-01  6.7388042e-01  6.4480671e-01  7.3458858e-01  2.2596659e+01  6.4671610e-01  6.1827367e-01  6.4045949e-01  6.4507393e-01  0.0000000e+00 
  0.0000000e+00  7.0905212e-01  7.3751160e-01  7.0869668e-01  7.9835928e-01  3.3586118e+01  7.1062034e-01  6.8217687e-01  7.0413379e-01  7.0905214e-01  0.0000000e+00 
  0.0000000e+00  8.0157369e-01  8.2968261e-01  8.0112940e-01  8.9067130e-01  4.7673164e+01  8.0306760e-01  7.7462305e-01  7.9634848e-01  8.0157371e-01  0.0000000e+00 
  0.0000000e+00  9.3037720e-01  9.5813196e-01  9.2984354e-01  1.0192633e+00  6.5461266e+01  9.3179654e-01  9.0335084e-01  9.2484206e-01  9.3037722e-01  0.0000000e+00 
  0.0000000e+00  1.1046747e+00  1.1320720e+00  1.1040512e+00  1.1933474e+00  8.7639427e+01  1.1060192e+00  1.0775723e+00  1.0988269e+00  1.1046747e+00  0.0000000e+00 
  0.0000000e+00  1.3353537e+00  1.3623902e+00  1.3346398e+00  1.4238111e+00  1.1499087e+02  1.3366232e+00  1.3081750e+00  1.3291903e+00  1.3353537e+00  0.0000000e+00 
  0.0000000e+00  1.6351994e+00  1.6618718e+00  1.6343948e+00  1.7234397e+00  1.4840229e+02  1.6363937e+00  1.6079443e+00  1.6287178e+00  1.6351994e+00  0.0000000e+00 
  0.0000000e+00  2.0191391e+00  2.0454441e+00  2.0182433e+00  2.1071605e+00  1.8887358e+02  2.0202581e+00  1.9918072e+00  2.0123365e+00  2.0191391e+00  0.0000000e+00 
  0.0000000e+00  5.6303704e-01  5.8887893e-01  5.6191337e-01  6.5074080e-01  1.0043266e-01  5.6390518e-01  5.3547257e-01  5.5579227e-01  5.6303716e-01  0.0000000e+00 
  0.0000000e+00  5.6684082e-01  5.9234749e-01  5.6563363e-01  6.5434474e-01  3.2576584e+00  5.6764009e-01  5.3920598e-01  5.5930310e-01  5.6684094e-01  0.0000000e+00 
  0.0000000e+00  5.7938209e-01  6.0454966e-01  5.7809080e-01  6.6668404e-01  7.7570586e+00  5.8011219e-01  5.5167652e-01  5.7154814e-01  5.7938221e-01  0.0000000e+00 
  0.0000000e+00  6.0406978e-01  6.2889449e-01  6.0269382e-01  6.9116766e-01  1.3919872e+01  6.0473042e-01  5.7629313e-01  5.9593642e-01  6.0406989e-01  0.0000000e+00 
  0.0000000e+00  6.4510410e-01  6.6958230e-01  6.4364285e-01  7.3199576e-01  2.2119521e+01  6.4569493e-01  6.1725596e-01  6.3666827e-01  6.4510421e-01  0.0000000e+00 
  0.0000000e+00  7.0760279e-01  7.3173078e-01  7.0605578e-01  7.9428627e-01  3.2787602e+01  7.0812363e-01  6.7968292e-01  6.9886137e-01  7.0760290e-01  0.0000000e+00 
  0.0000000e+00  7.9774059e-01  8.2151487e-01  7.9610730e-01  8.8421388e-01  4.6420316e+01  7.9819119e-01  7.6974869e-01  7.8869065e-01  7.9774070e-01  0.0000000e+00 
