PdfType: replica
Format: lhagrid1
FromMCReplica: 1613
---
1.0000000e-09 1.2970848e-09 1.6824290e-09 2.1822532e-09 2.8305674e-09 3.6714860e-09 4.7622286e-09 6.1770143e-09 8.0121111e-09 1.0392387e-08 1.3479806e-08 1.7484450e-08 2.2678812e-08 2.9416337e-08 3.8155475e-08 4.9490871e-08 6.4193830e-08 8.3264795e-08 1.0800142e-07 1.4008687e-07 1.8170433e-07 2.3568555e-07 3.0570351e-07 3.9652231e-07 5.1432126e-07 6.6711525e-07 8.6529992e-07 1.1223588e-06 1.4557800e-06 1.8882456e-06 2.4491735e-06 3.1767165e-06 4.1203542e-06 5.3442527e-06 6.9316190e-06 8.9903426e-06 1.1660303e-05 1.5122831e-05 1.9612953e-05 2.5435221e-05 3.2984168e-05 4.2770705e-05 5.5456125e-05 7.1895831e-05 9.3195423e-05 1.2078237e-04 1.5649721e-04 2.0270894e-04 2.6245980e-04 3.3964524e-04 4.3923444e-04 5.6753566e-04 7.3250762e-04 9.4411211e-04 1.2146932e-03 1.5593531e-03 1.9962745e-03 2.5469149e-03 3.2359751e-03 4.0910344e-03 5.1417598e-03 6.4186510e-03 7.9513794e-03 9.7669000e-03 1.1887614e-02 1.4329895e-02 1.7103228e-02 2.0210073e-02 2.3646397e-02 2.7402692e-02 3.1465251e-02 3.5817483e-02 4.0441106e-02 4.5317134e-02 5.0426635e-02 5.5751261e-02 6.1273602e-02 6.6977383e-02 7.2847559e-02 7.8870332e-02 8.5033120e-02 9.1324491e-02 9.7734088e-02 1.0425254e-01 1.1087137e-01 1.1758291e-01 1.2438023e-01 1.3125706e-01 1.3820771e-01 1.4522701e-01 1.5231026e-01 1.5945321e-01 1.6665195e-01 1.7390294e-01 1.8120291e-01 1.8854889e-01 1.9593815e-01 2.0336816e-01 2.1083662e-01 2.1834138e-01 2.2588049e-01 2.3345210e-01 2.4105454e-01 2.4868622e-01 2.5634570e-01 2.6403161e-01 2.7174270e-01 2.7947777e-01 2.8723573e-01 2.9501555e-01 3.0281625e-01 3.1063694e-01 3.1847676e-01 3.2633492e-01 3.3421065e-01 3.4210326e-01 3.5001207e-01 3.5793645e-01 3.6587581e-01 3.7382958e-01 3.8179724e-01 3.8977827e-01 3.9777220e-01 4.0577857e-01 4.1379696e-01 4.2182694e-01 4.2986814e-01 4.3792018e-01 4.4598271e-01 4.5405538e-01 4.6213789e-01 4.7022992e-01 4.7833118e-01 4.8644138e-01 4.9456027e-01 5.0268759e-01 5.1082309e-01 5.1896653e-01 5.2711769e-01 5.3527636e-01 5.4344232e-01 5.5161538e-01 5.5979535e-01 5.6798204e-01 5.7617528e-01 5.8437490e-01 5.9258073e-01 6.0079262e-01 6.0901041e-01 6.1723396e-01 6.2546313e-01 6.3369778e-01 6.4193778e-01 6.5018301e-01 6.5843334e-01 6.6668866e-01 6.7494884e-01 6.8321379e-01 6.9148339e-01 6.9975754e-01 7.0803614e-01 7.1631910e-01 7.2460632e-01 7.3289771e-01 7.4119318e-01 7.4949265e-01 7.5779603e-01 7.6610325e-01 7.7441423e-01 7.8272889e-01 7.9104716e-01 7.9936897e-01 8.0769425e-01 8.1602293e-01 8.2435495e-01 8.3269024e-01 8.4102875e-01 8.4937041e-01 8.5771516e-01 8.6606296e-01 8.7441373e-01 8.8276744e-01 8.9112402e-01 8.9948343e-01 9.0784562e-01 9.1621053e-01 9.2457813e-01 9.3294836e-01 9.4132119e-01 9.4969656e-01 9.5807444e-01 9.6645478e-01 9.7483755e-01 9.8322270e-01 9.9161020e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502944e+00 2.8142025e+00 3.1184122e+00 3.4705775e+00 3.8800751e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
  0.0000000e+00  2.6511662e-02  7.9875457e-01  8.1336730e-01  8.5137873e-01  3.9553454e+00  8.1134426e-01  7.2543883e-01  7.9155635e-01  2.6511662e-02  0.0000000e+00 
  0.0000000e+00  4.1337608e-02  8.1354350e-01  8.2821674e-01  8.6613991e-01  9.0342792e+00  8.2609248e-01  7.4029064e-01  8.0635558e-01  4.1337608e-02  0.0000000e+00 
  0.0000000e+00  6.9615624e-02  8.4178417e-01  8.5651835e-01  8.9435201e-01  1.5900810e+01  8.5429166e-01  7.6859491e-01  8.3460668e-01  6.9615623e-02  0.0000000e+00 
  0.0000000e+00  1.1580387e-01  8.8793478e-01  9.0273025e-01  9.4047313e-01  2.4946457e+01  9.0039990e-01  8.1480975e-01  8.8076784e-01  1.1580387e-01  0.0000000e+00 
  0.0000000e+00  1.8531617e-01  9.5740926e-01  9.7226614e-01  1.0099170e+00  3.6623508e+01  9.6983095e-01  8.8434890e-01  9.5025301e-01  1.8531617e-01  0.0000000e+00 
  0.0000000e+00  2.8466815e-01  1.0567230e+00  1.0716418e+00  1.1091994e+00  5.1451832e+01  1.0691006e+00  9.8372811e-01  1.0495776e+00  2.8466815e-01  0.0000000e+00 
  0.0000000e+00  4.2163819e-01  1.1936547e+00  1.2086354e+00  1.2460985e+00  7.0026204e+01  1.2059870e+00  1.1207256e+00  1.1865201e+00  4.2163819e-01  0.0000000e+00 
  0.0000000e+00  6.0544555e-01  1.3774232e+00  1.3924663e+00  1.4298338e+00  9.3024129e+01  1.3897097e+00  1.3045608e+00  1.3702998e+00  6.0544555e-01  0.0000000e+00 
  0.0000000e+00  8.4694631e-01  1.6188851e+00  1.6339906e+00  1.6712612e+00  1.2121418e+02  1.6311246e+00  1.5460896e+00  1.6117728e+00  8.4694631e-01  0.0000000e+00 
  0.0000000e+00  1.1588461e+00  1.9307457e+00  1.9459138e+00  1.9830863e+00  1.5546487e+02  1.9429373e+00  1.8580178e+00  1.9236447e+00  1.1588461e+00  0.0000000e+00 
  0.0000000e+00  1.5559337e+00  2.3277940e+00  2.3430247e+00  2.3800980e+00  1.9675405e+02  2.3399368e+00  2.2551340e+00  2.3207044e+00  1.5559337e+00  0.0000000e+00 
  0.0000000e+00  2.0553362e+00  2.8271569e+00  2.8424505e+00  2.8794234e+00  2.4617881e+02  2.8392500e+00  2.7545655e+00  2.8200788e+00  2.0553362e+00  0.0000000e+00 
  0.0000000e+00  2.6393915e-02  7.9812294e-01  8.1362402e-01  8.5056191e-01  3.9450479e+00  8.1030410e-01  7.2565072e-01  7.9105770e-01  2.6393915e-02  0.0000000e+00 
  0.0000000e+00  4.1091933e-02  8.1278470e-01  8.2834351e-01  8.6518964e-01  8.9303821e+00  8.2492061e-01  7.4037515e-01  8.0572980e-01  4.1091933e-02  0.0000000e+00 
  0.0000000e+00  6.8951350e-02  8.4060755e-01  8.5622445e-01  8.9297752e-01  1.5640330e+01  8.5269735e-01  7.6826136e-01  8.3356313e-01  6.8951349e-02  0.0000000e+00 
  0.0000000e+00  1.1426116e-01  8.8588053e-01  9.0155579e-01  9.3821451e-01  2.4445686e+01  8.9792327e-01  8.1359832e-01  8.7884673e-01  1.1426116e-01  0.0000000e+00 
  0.0000000e+00  1.8221294e-01  9.5379534e-01  9.6952898e-01  1.0060921e+00  3.5773613e+01  9.6578985e-01  8.8157750e-01  9.4677227e-01  1.8221294e-01  0.0000000e+00 
  0.0000000e+00  2.7903592e-01  1.0505810e+00  1.0663734e+00  1.1028395e+00  5.0113811e+01  1.0625265e+00  9.7842824e-01  1.0435688e+00  2.7903592e-01  0.0000000e+00 
  0.0000000e+00  4.1214530e-01  1.1836528e+00  1.1995040e+00  1.2358720e+00  6.8025106e+01  1.1955482e+00  1.1115656e+00  1.1766516e+00  4.1214530e-01  0.0000000e+00 
